#
# Copyright (c) 2024 Bitdefender
# SPDX-License-Identifier: Apache-2.0
#

# ADD
ADD             ; Eb,Gb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x00 /r           ; s:APX_F, t:ARITH, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:ARITH
AND{ND}{NF}     ; Bb,Eb,Gb      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x20 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT
AND{ND}{NF}     ; Bv,Ev,Gv      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x21 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
AND{ND}{NF}     ; Bv,Ev,Gv      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x21 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
AND{ND}{NF}     ; Bb,Gb,Eb      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x22 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT
AND{ND}{NF}     ; Bv,Gv,Ev      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x23 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
AND{ND}{NF}     ; Bv,Gv,Ev      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x23 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
AND{ND}{NF}     ; Bb,Eb,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x80 /4 ib        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT
AND{ND}{NF}     ; Bv,Ev,Iz      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x81 /4 iz        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
AND{ND}{NF}     ; Bv,Ev,Iz      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x81 /4 iz        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
AND{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x83 /4 ib        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
AND{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x83 /4 ib        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE


# OR
OR              ; Eb,Gb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x08 /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC
OR              ; Ev,Gv         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x09 /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR              ; Ev,Gv         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x09 /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR              ; Gb,Eb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x0A /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC
OR              ; Gv,Ev         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x0B /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR              ; Gv,Ev         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x0B /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR              ; Eb,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x80 /1 ib        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC
OR              ; Ev,Iz         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x81 /1 iz        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR              ; Ev,Iz         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x81 /1 iz        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR              ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x83 /1 ib        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR              ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x83 /1 ib        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR{NF}          ; Eb,Gb         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x08 /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT
OR{NF}          ; Ev,Gv         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x09 /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{NF}          ; Ev,Gv         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0x09 /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{NF}          ; Gb,Eb         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x0A /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT
OR{NF}          ; Gv,Ev         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x0B /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{NF}          ; Gv,Ev         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0x0B /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{NF}          ; Eb,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x80 /1 ib        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT
OR{NF}          ; Ev,Iz         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x81 /1 iz        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{NF}          ; Ev,Iz         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0x81 /1 iz        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{NF}          ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x83 /1 ib        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{NF}          ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0x83 /1 ib        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{ND}          ; Bb,Eb,Gb      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x08 /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC
OR{ND}          ; Bv,Ev,Gv      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x09 /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR{ND}          ; Bv,Ev,Gv      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x09 /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR{ND}          ; Bb,Gb,Eb      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x0A /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC
OR{ND}          ; Bv,Gv,Ev      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x0B /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR{ND}          ; Bv,Gv,Ev      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x0B /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR{ND}          ; Bb,Eb,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x80 /1 ib        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC
OR{ND}          ; Bv,Ev,Iz      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x81 /1 iz        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR{ND}          ; Bv,Ev,Iz      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x81 /1 iz        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR{ND}          ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x83 /1 ib        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR{ND}          ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x83 /1 ib        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
OR{ND}{NF}      ; Bb,Eb,Gb      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x08 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT
OR{ND}{NF}      ; Bv,Ev,Gv      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x09 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{ND}{NF}      ; Bv,Ev,Gv      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x09 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{ND}{NF}      ; Bb,Gb,Eb      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x0A /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT
OR{ND}{NF}      ; Bv,Gv,Ev      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x0B /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{ND}{NF}      ; Bv,Gv,Ev      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x0B /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{ND}{NF}      ; Bb,Eb,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x80 /1 ib        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT
OR{ND}{NF}      ; Bv,Ev,Iz      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x81 /1 iz        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{ND}{NF}      ; Bv,Ev,Iz      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x81 /1 iz        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{ND}{NF}      ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x83 /1 ib        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
OR{ND}{NF}      ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x83 /1 ib        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE


# XOR
XOR             ; Eb,Gb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x30 /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC
XOR             ; Ev,Gv         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x31 /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR             ; Ev,Gv         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x31 /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR             ; Gb,Eb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x32 /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC
XOR             ; Gv,Ev         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x33 /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR             ; Gv,Ev         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x33 /r           ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR             ; Eb,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x80 /6 ib        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC
XOR             ; Ev,Iz         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x81 /6 iz        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR             ; Ev,Iz         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x81 /6 iz        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x83 /6 ib        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x83 /6 ib        ; s:APX_F, t:LOGIC, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR{NF}         ; Eb,Gb         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x30 /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT
XOR{NF}         ; Ev,Gv         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x31 /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{NF}         ; Ev,Gv         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0x31 /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{NF}         ; Gb,Eb         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x32 /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT
XOR{NF}         ; Gv,Ev         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x33 /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{NF}         ; Gv,Ev         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0x33 /r           ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{NF}         ; Eb,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x80 /6 ib        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT
XOR{NF}         ; Ev,Iz         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x81 /6 iz        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{NF}         ; Ev,Iz         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0x81 /6 iz        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{NF}         ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0x83 /6 ib        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{NF}         ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0x83 /6 ib        ; s:APX_F, t:LOGIC, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{ND}         ; Bb,Eb,Gb      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x30 /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC
XOR{ND}         ; Bv,Ev,Gv      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x31 /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR{ND}         ; Bv,Ev,Gv      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x31 /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR{ND}         ; Bb,Gb,Eb      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x32 /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC
XOR{ND}         ; Bv,Gv,Ev      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x33 /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR{ND}         ; Bv,Gv,Ev      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x33 /r           ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR{ND}         ; Bb,Eb,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x80 /6 ib        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC
XOR{ND}         ; Bv,Ev,Iz      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x81 /6 iz        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR{ND}         ; Bv,Ev,Iz      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x81 /6 iz        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x83 /6 ib        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x83 /6 ib        ; s:APX_F, t:LOGIC, w:W|R|R|W,  v:legacy, e:APX_EVEX_INT, f:LOGIC, a:SCALABLE
XOR{ND}{NF}     ; Bb,Eb,Gb      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x30 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT
XOR{ND}{NF}     ; Bv,Ev,Gv      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x31 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{ND}{NF}     ; Bv,Ev,Gv      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x31 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{ND}{NF}     ; Bb,Gb,Eb      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x32 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT
XOR{ND}{NF}     ; Bv,Gv,Ev      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x33 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{ND}{NF}     ; Bv,Gv,Ev      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x33 /r           ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{ND}{NF}     ; Bb,Eb,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x80 /6 ib        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT
XOR{ND}{NF}     ; Bv,Ev,Iz      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x81 /6 iz        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{ND}{NF}     ; Bv,Ev,Iz      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x81 /6 iz        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0x83 /6 ib        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
XOR{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0x83 /6 ib        ; s:APX_F, t:LOGIC, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE


# ADC
ADC             ; Eb,Gb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x10 /r           ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC
ADC             ; Ev,Gv         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x11 /r           ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC             ; Ev,Gv         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x11 /r           ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC             ; Gb,Eb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x12 /r           ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC
ADC             ; Gv,Ev         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x13 /r           ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC             ; Gv,Ev         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x13 /r           ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC             ; Eb,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x80 /2 ib        ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC
ADC             ; Ev,Iz         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x81 /2 iz        ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC             ; Ev,Iz         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x81 /2 iz        ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x83 /2 ib        ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0x83 /2 ib        ; s:APX_F, t:ARITH, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC{ND}         ; Bb,Eb,Gb      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x10 /r           ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC
ADC{ND}         ; Bv,Ev,Gv      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x11 /r           ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC{ND}         ; Bv,Ev,Gv      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x11 /r           ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC{ND}         ; Bb,Gb,Eb      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x12 /r           ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC
ADC{ND}         ; Bv,Gv,Ev      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x13 /r           ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC{ND}         ; Bv,Gv,Ev      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x13 /r           ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC{ND}         ; Bb,Eb,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x80 /2 ib        ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC
ADC{ND}         ; Bv,Ev,Iz      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x81 /2 iz        ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC{ND}         ; Bv,Ev,Iz      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0x81 /2 iz        ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
ADC{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0x83 /2 ib        ; s:APX_F, t:ARITH, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:ARITHC, a:SCALABLE
